Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
01-Apr-25,Tuesday,April,Q2,2025,EQ,3572.7,3584,3525,3606.15,3556.45,3550.8,3548.01,4592.25,3457,2618493,167344
28-Mar-25,Friday,March,Q1,2025,EQ,3651,3660.95,3591.9,3651.2,3604,3606.15,3613.75,4592.25,3457,2051919,129740
27-Mar-25,Thursday,March,Q1,2025,EQ,3614.85,3663,3610.5,3635.8,3645,3651.2,3649.02,4592.25,3457,2528474,125080
26-Mar-25,Wednesday,March,Q1,2025,EQ,3647.75,3680.5,3625.85,3657.75,3630.55,3635.8,3656.16,4592.25,3457,1734499,141204
25-Mar-25,Tuesday,March,Q1,2025,EQ,3645,3710,3638,3628.95,3641,3657.75,3673.54,4592.25,3457,3135390,181313
24-Mar-25,Monday,March,Q1,2025,EQ,3600,3649.75,3566.6,3578.1,3633,3628.95,3615.19,4592.25,3457,1834751,107825
21-Mar-25,Friday,March,Q1,2025,EQ,3475,3616.25,3465,3563.15,3578,3578.1,3561.68,4592.25,3457,4161925,188951
20-Mar-25,Thursday,March,Q1,2025,EQ,3512,3578.95,3512,3497.1,3556.5,3563.15,3559.81,4592.25,3457,2845192,156792
19-Mar-25,Wednesday,March,Q1,2025,EQ,3547,3547,3462.75,3552.45,3505,3497.1,3484.81,4592.25,3457,3051244,181144
18-Mar-25,Tuesday,March,Q1,2025,EQ,3502.35,3556.95,3478.45,3497.7,3545.65,3552.45,3530.44,4592.25,3457,3069109,139204
17-Mar-25,Monday,March,Q1,2025,EQ,3489,3530.45,3477.35,3511.05,3499.9,3497.7,3496.62,4592.25,3457,2690906,171510
13-Mar-25,Thursday,March,Q1,2025,EQ,3502.3,3524.3,3484.1,3506.2,3509.05,3511.05,3504.71,4592.25,3457,1693004,98963
12-Mar-25,Wednesday,March,Q1,2025,EQ,3565,3569.25,3486.85,3575.3,3507.8,3506.2,3504.81,4592.25,3457,3174167,175588
11-Mar-25,Tuesday,March,Q1,2025,EQ,3558,3588.75,3537.65,3589.65,3585,3575.3,3567.93,4592.25,3457,1995450,142820
10-Mar-25,Monday,March,Q1,2025,EQ,3606.5,3622.1,3582.6,3611.2,3589,3589.65,3602.11,4592.25,3457,1004626,75981
07-Mar-25,Friday,March,Q1,2025,EQ,3600,3625,3574.4,3601.6,3602,3611.2,3605.34,4592.25,3457,2051315,131372
06-Mar-25,Thursday,March,Q1,2025,EQ,3557,3609.45,3536.1,3547.05,3592.1,3601.6,3571.61,4592.25,3457,2786513,201910
05-Mar-25,Wednesday,March,Q1,2025,EQ,3520.85,3600.35,3520.85,3532.05,3557,3547.05,3561.68,4592.25,3457,2501894,145336
04-Mar-25,Tuesday,March,Q1,2025,EQ,3474,3551,3464.3,3493.05,3533,3532.05,3518.16,4592.25,3457,2797737,157084
03-Mar-25,Monday,March,Q1,2025,EQ,3485,3523.25,3476.15,3483.25,3506,3493.05,3497.97,4592.25,3457,4990439,248034
28-Feb-25,Friday,February,Q1,2025,EQ,3584.95,3600,3457,3612.55,3478,3483.25,3491.8,4592.25,3457,7085018,340110
27-Feb-25,Thursday,February,Q1,2025,EQ,3611.7,3638,3600.7,3629.55,3608.05,3612.55,3613.5,4592.25,3591.5,3823856,212465
25-Feb-25,Tuesday,February,Q1,2025,EQ,3625,3658,3621.25,3675.6,3627,3629.55,3638.67,4592.25,3591.5,4101954,198489
24-Feb-25,Monday,February,Q1,2025,EQ,3743.15,3763.2,3670,3786,3671,3675.6,3701.2,4592.25,3591.5,2508516,172279
21-Feb-25,Friday,February,Q1,2025,EQ,3776.1,3817,3775,3779.4,3789.9,3786,3792.04,4592.25,3591.5,1833931,125392
20-Feb-25,Thursday,February,Q1,2025,EQ,3761.5,3788,3751.3,3784.1,3788,3779.4,3772.99,4592.25,3591.5,2888572,184053
19-Feb-25,Wednesday,February,Q1,2025,EQ,3872.2,3874.95,3768.15,3873.2,3785,3784.1,3796.48,4592.25,3591.5,4366672,229923
18-Feb-25,Tuesday,February,Q1,2025,EQ,3898.4,3924.4,3864.5,3904.5,3873,3873.2,3891.66,4592.25,3591.5,2149879,135773
17-Feb-25,Monday,February,Q1,2025,EQ,3856.5,3934,3856.2,3934.85,3908,3904.5,3911.78,4592.25,3591.5,1799806,168626
14-Feb-25,Friday,February,Q1,2025,EQ,3925,3948,3900,3910.15,3928,3934.85,3921.57,4592.25,3591.5,1681975,163805
13-Feb-25,Thursday,February,Q1,2025,EQ,3968,3984.45,3902.25,3950.15,3920,3910.15,3930.8,4592.25,3591.5,2277310,163030
