Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
20-Dec-24,Friday,December,2024,Q4,EQ,588.00,608.80,586.40,582.20,595.25,597.45,596.50,613.40,391.00,20480867.00,12216845048.40,203769.00
19-Dec-24,Thursday,December,2024,Q4,EQ,570.00,598.00,568.25,577.35,583.05,582.20,584.83,613.40,391.00,19658494.00,11496959038.05,267765.00
18-Dec-24,Wednesday,December,2024,Q4,EQ,589.00,605.25,572.10,586.40,576.80,577.35,585.07,613.40,391.00,20125575.00,11774772334.50,224849.00
17-Dec-24,Tuesday,December,2024,Q4,EQ,590.00,613.40,580.80,596.35,588.00,586.40,594.75,613.40,391.00,39259581.00,23349527625.90,446544.00
16-Dec-24,Monday,December,2024,Q4,EQ,538.00,612.40,533.00,532.35,594.00,596.35,572.64,612.40,391.00,48167926.00,27582919807.20,449293.00
13-Dec-24,Friday,December,2024,Q4,EQ,506.20,536.70,504.30,504.30,533.00,532.35,519.67,576.70,391.00,15929277.00,8277997407.35,159383.00
12-Dec-24,Thursday,December,2024,Q4,EQ,522.00,524.85,501.00,522.55,507.60,504.30,510.24,576.70,391.00,8538402.00,4356627954.20,81114.00
11-Dec-24,Wednesday,December,2024,Q4,EQ,527.00,530.85,516.50,543.75,519.50,522.55,522.44,576.70,391.00,14344375.00,7494048473.05,156798.00
10-Dec-24,Tuesday,December,2024,Q4,EQ,560.00,567.90,540.00,536.85,542.00,543.75,552.83,576.70,391.00,11833298.00,6541747951.20,130558.00
09-Dec-24,Monday,December,2024,Q4,EQ,545.65,547.75,528.60,544.70,540.00,536.85,535.82,576.70,391.00,9929104.00,5320242482.55,101640.00
06-Dec-24,Friday,December,2024,Q4,EQ,540.00,552.80,530.05,540.00,544.15,544.70,544.00,576.70,391.00,13655139.00,7428362691.00,143812.00
05-Dec-24,Thursday,December,2024,Q4,EQ,519.70,576.70,511.00,517.80,539.45,540.00,549.69,576.70,391.00,47711029.00,26226227200.35,481125.00
04-Dec-24,Wednesday,December,2024,Q4,EQ,510.00,534.80,509.85,501.85,517.10,517.80,517.82,541.95,391.00,19112635.00,9896921410.25,198285.00
03-Dec-24,Tuesday,December,2024,Q4,EQ,505.00,541.95,486.05,493.70,491.00,501.85,512.56,541.95,391.00,26879359.00,13777290186.45,272368.00
02-Dec-24,Monday,December,2024,Q4,EQ,472.00,503.65,464.35,470.75,500.95,493.70,482.49,517.00,391.00,10286055.00,4962938049.20,104309.00
29-Nov-24,Friday,November,2024,Q4,EQ,489.95,493.50,454.60,491.50,470.50,470.75,468.20,517.00,391.00,16060894.00,7519697263.60,174381.00
28-Nov-24,Thursday,November,2024,Q4,EQ,507.40,517.00,481.05,499.05,490.25,491.50,493.10,517.00,391.00,14951742.00,7372734340.80,158349.00
27-Nov-24,Wednesday,November,2024,Q4,EQ,468.00,508.00,465.55,461.90,505.00,499.05,490.33,508.00,391.00,40301929.00,19761264506.80,426362.00
26-Nov-24,Tuesday,November,2024,Q4,EQ,443.00,471.00,438.90,430.70,469.60,461.90,451.04,489.40,391.00,15942914.00,7190924752.30,148241.00
25-Nov-24,Monday,November,2024,Q4,EQ,418.80,441.40,417.20,416.60,428.00,430.70,430.39,489.40,391.00,11690777.00,5031536005.45,152137.00
22-Nov-24,Friday,November,2024,Q4,EQ,414.20,419.75,410.00,416.85,415.00,416.60,414.70,489.40,391.00,3942312.00,1634882801.20,66640.00
21-Nov-24,Thursday,November,2024,Q4,EQ,409.00,423.70,402.00,412.45,417.00,416.85,413.63,489.40,391.00,11443031.00,4733125610.90,145692.00
19-Nov-24,Tuesday,November,2024,Q4,EQ,424.00,430.90,408.85,420.10,410.00,412.45,421.41,489.40,391.00,12463968.00,5252446805.40,150611.00
18-Nov-24,Monday,November,2024,Q4,EQ,416.10,438.70,410.40,430.70,425.45,420.10,423.38,489.40,391.00,28579217.00,12099861607.20,327882.00
