Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
07-Mar-25,Friday,March,2025,Q1,EQ,354.50,372.15,353.10,354.45,372.15,372.15,366.63,714.80,209.80,207399.00,76038761.10,4323.00
06-Mar-25,Thursday,March,2025,Q1,EQ,352.65,359.65,348.20,350.30,353.85,354.45,354.04,714.80,209.80,179548.00,63566667.25,7398.00
05-Mar-25,Wednesday,March,2025,Q1,EQ,353.40,364.20,337.60,346.90,350.00,350.30,354.15,714.80,209.80,547384.00,193854705.25,9180.00
04-Mar-25,Tuesday,March,2025,Q1,EQ,337.30,364.00,337.30,354.20,347.50,346.90,349.40,714.80,209.80,427008.00,149194499.15,16608.00
03-Mar-25,Monday,March,2025,Q1,EQ,373.30,376.15,354.20,372.80,354.20,354.20,356.73,714.80,209.80,359257.00,128156788.75,5673.00
28-Feb-25,Friday,February,2025,Q1,EQ,389.95,389.95,372.80,392.40,372.80,372.80,373.24,714.80,209.80,715839.00,267176993.20,7341.00
27-Feb-25,Thursday,February,2025,Q1,EQ,425.25,425.25,392.40,413.05,392.40,392.40,397.03,714.80,209.80,184968.00,73437905.50,5514.00
25-Feb-25,Tuesday,February,2025,Q1,EQ,423.50,431.80,411.00,423.50,413.65,413.05,417.67,714.80,209.80,165417.00,69089712.75,8686.00
24-Feb-25,Monday,February,2025,Q1,EQ,408.40,433.25,401.75,422.90,420.95,423.50,412.43,714.80,209.80,256833.00,105925161.20,10735.00
21-Feb-25,Friday,February,2025,Q1,EQ,454.65,454.65,422.90,445.15,422.90,422.90,426.59,714.80,209.80,236295.00,100801693.60,10256.00
20-Feb-25,Thursday,February,2025,Q1,EQ,448.70,460.90,441.00,448.15,445.10,445.15,450.15,714.80,209.80,237661.00,106982796.75,8425.00
19-Feb-25,Wednesday,February,2025,Q1,EQ,432.00,455.05,424.00,444.40,449.25,448.15,443.67,714.80,209.80,191185.00,84822439.80,8637.00
18-Feb-25,Tuesday,February,2025,Q1,EQ,466.65,470.80,444.40,467.75,444.40,444.40,447.19,714.80,209.80,139694.00,62469280.15,5532.00
17-Feb-25,Monday,February,2025,Q1,EQ,443.50,474.00,443.50,454.50,464.90,467.75,462.03,714.80,209.80,234847.00,108507229.65,9138.00
14-Feb-25,Friday,February,2025,Q1,EQ,475.15,486.55,453.85,477.70,456.10,454.50,464.81,714.80,209.80,180653.00,83969082.35,7009.00
13-Feb-25,Thursday,February,2025,Q1,EQ,502.90,506.10,472.55,495.75,475.05,477.70,484.63,714.80,209.80,189149.00,91668078.90,7151.00
12-Feb-25,Wednesday,February,2025,Q1,EQ,485.50,504.90,484.50,485.50,492.05,495.75,493.86,714.80,209.80,376491.00,185935642.40,12712.00
11-Feb-25,Tuesday,February,2025,Q1,EQ,503.85,510.00,480.50,500.85,488.75,485.50,491.91,714.80,209.80,166119.00,81716214.90,6442.00
10-Feb-25,Monday,February,2025,Q1,EQ,518.40,521.00,485.10,510.60,507.00,500.85,497.33,714.80,209.80,230484.00,114625725.60,6229.00
07-Feb-25,Friday,February,2025,Q1,EQ,509.50,520.00,490.10,507.05,515.15,510.60,505.67,714.80,209.80,124192.00,62800227.10,7192.00
06-Feb-25,Thursday,February,2025,Q1,EQ,510.00,514.80,500.05,504.40,507.10,507.05,507.19,714.80,209.80,95873.00,48625933.40,5734.00
05-Feb-25,Wednesday,February,2025,Q1,EQ,499.90,509.45,496.65,496.30,503.75,504.40,504.26,714.80,209.80,123038.00,62043052.75,6065.00
04-Feb-25,Tuesday,February,2025,Q1,EQ,501.00,525.20,479.00,500.20,496.70,496.30,494.66,714.80,209.80,602006.00,297789410.00,20364.00
03-Feb-25,Monday,February,2025,Q1,EQ,510.25,520.10,499.55,525.80,499.55,500.20,501.24,714.80,209.80,218728.00,109634146.90,4429.00
01-Feb-25,Saturday,February,2025,Q1,EQ,525.00,530.00,518.00,515.20,524.60,525.80,524.76,714.80,209.80,115856.00,60796939.45,4392.00
31-Jan-25,Friday,January,2025,Q1,EQ,508.10,523.80,503.20,527.90,515.00,515.20,513.23,714.80,209.80,421520.00,216335904.40,14831.00
30-Jan-25,Thursday,January,2025,Q1,EQ,548.05,558.45,527.90,555.65,527.90,527.90,535.23,714.80,209.80,749785.00,401307786.40,11627.00
29-Jan-25,Wednesday,January,2025,Q1,EQ,563.30,587.00,555.00,584.20,555.10,555.65,559.19,714.80,209.80,763790.00,427103497.50,9413.00
28-Jan-25,Tuesday,January,2025,Q1,EQ,588.00,601.95,584.20,614.95,584.20,584.20,585.44,714.80,209.80,260684.00,152615997.25,2534.00
27-Jan-25,Monday,January,2025,Q1,EQ,647.00,647.00,614.95,647.30,614.95,614.95,619.39,714.80,209.80,131622.00,81524760.40,4244.00
24-Jan-25,Friday,January,2025,Q1,EQ,641.00,656.00,626.50,639.65,654.00,647.30,648.67,714.80,209.80,526291.00,341390606.55,17658.00
23-Jan-25,Thursday,January,2025,Q1,EQ,619.90,641.10,609.60,610.60,639.00,639.65,636.92,714.80,209.80,316622.00,201662977.65,5993.00
22-Jan-25,Wednesday,January,2025,Q1,EQ,635.00,641.95,601.35,633.00,610.90,610.60,612.65,714.80,209.80,233391.00,142985882.80,7175.00
21-Jan-25,Tuesday,January,2025,Q1,EQ,658.00,677.75,628.10,645.50,632.00,633.00,655.04,714.80,209.80,355250.00,232701520.50,9234.00
20-Jan-25,Monday,January,2025,Q1,EQ,628.90,645.50,606.15,614.80,645.50,645.50,641.41,714.80,209.80,771043.00,494551524.75,6659.00
17-Jan-25,Friday,January,2025,Q1,EQ,631.00,631.00,603.00,627.15,614.05,614.80,611.26,714.80,209.80,132226.00,80825092.20,6716.00
16-Jan-25,Thursday,January,2025,Q1,EQ,629.80,630.95,615.00,614.95,629.00,627.15,625.03,714.80,209.80,86334.00,53961313.60,4747.00
15-Jan-25,Wednesday,January,2025,Q1,EQ,621.95,630.45,603.05,616.25,620.00,614.95,618.49,714.80,209.80,116192.00,71863529.30,5861.00
14-Jan-25,Tuesday,January,2025,Q1,EQ,595.00,621.95,588.00,598.50,615.00,616.25,609.48,714.80,209.80,149359.00,91031529.75,6861.00
13-Jan-25,Monday,January,2025,Q1,EQ,611.00,648.10,587.70,617.25,596.50,598.50,629.11,714.80,209.80,515320.00,324192711.15,12139.00
10-Jan-25,Friday,January,2025,Q1,EQ,653.95,656.00,612.50,644.35,614.55,617.25,625.74,714.80,209.80,203649.00,127430709.65,8968.00
09-Jan-25,Thursday,January,2025,Q1,EQ,664.80,672.95,640.00,665.55,646.00,644.35,650.49,714.80,209.80,121399.00,78968734.10,5037.00
08-Jan-25,Wednesday,January,2025,Q1,EQ,657.90,674.95,634.55,654.90,664.00,665.55,652.83,714.80,209.80,292961.00,191255168.85,9921.00
07-Jan-25,Tuesday,January,2025,Q1,EQ,636.05,663.25,621.75,631.70,656.00,654.90,645.36,714.80,209.80,175949.00,113551036.10,6088.00
06-Jan-25,Monday,January,2025,Q1,EQ,660.05,676.00,631.65,664.90,634.50,631.70,638.52,714.80,209.80,253685.00,161982855.30,7006.00
03-Jan-25,Friday,January,2025,Q1,EQ,675.70,688.00,660.00,675.25,663.00,664.90,670.25,714.80,209.80,146754.00,98361903.85,6935.00
02-Jan-25,Thursday,January,2025,Q1,EQ,679.00,696.45,670.35,676.15,677.45,675.25,682.29,714.80,209.80,199550.00,136151700.30,7293.00
01-Jan-25,Wednesday,January,2025,Q1,EQ,659.80,681.15,652.10,648.75,677.70,676.15,677.68,714.80,209.80,406015.00,275148078.75,5025.00
31-Dec-24,Tuesday,December,2024,Q4,EQ,651.30,653.70,647.05,648.90,648.95,648.75,649.64,714.80,209.80,93662.00,60846820.75,3429.00
